ID,Haiku,Tokens,IDs
9285,貧農の軒たうもろこし石の硬さ,"['貧農/ヒンノー/貧農/名詞', 'の/ノ/の/助詞', '軒/ノキ/軒/名詞', '玉蜀黍/トーモロコシ/たうもろこし/名詞', '石/イシ/石/名詞', 'の/ノ/の/助詞', '固い/カタイ/硬い/形容詞', 'さ/サ/さ/接尾辞']","[12856, 18, 1748, 12405, 328, 18, 10436, 403]"
9286,鬼貫や新酒の中の貧に処す,"['鬼貫/オニツラ/鬼貫/名詞', 'や/ヤ/や/助詞', '新酒/シンシュ/新酒/名詞', 'の/ノ/の/助詞', '中/ナカ/中/名詞', 'の/ノ/の/助詞', '貧/ヒン/貧/名詞', 'だ/ダ/だ/助動詞', '処する/ショスル/処す/動詞']","[8304, 19, 7802, 18, 243, 18, 12857, 9, 12858]"
9287,ある時は新酒に酔うて悔多き,"['或る/アル/ある/連体詞', '時/トキ/時/名詞', 'は/ワ/は/助詞', '新酒/シンシュ/新酒/名詞', 'に/ニ/に/助詞', '酔う/ヨウ/酔う/動詞', 'て/テ/て/助詞', '悔/カイ/悔/名詞', '多い/オーイ/多し/形容詞']","[4259, 159, 43, 7802, 21, 1436, 39, 11699, 1984]"
9288,濡れそむる蔓一すぢや鴉瓜,"['濡れ/ヌレ/濡れ/名詞', '染む/シム/そむ/動詞', 'り/リ/り/助動詞', '蔓/ヅル/蔓/名詞', '1/イチ/一/名詞', 'です/デス/す/助動詞', 'で/デ/ぢや/助詞', '烏/カラス/鴉/名詞', '瓜/フリ/瓜/名詞']","[2556, 347, 41, 284, 180, 1934, 5480, 172, 4470]"
9289,白き蔓白き枯葉の烏瓜,"['白い/シロイ/白し/形容詞', '蔓/ヅル/蔓/名詞', '白い/シロイ/白し/形容詞', '枯れ葉/カレハ/枯葉/名詞', 'の/ノ/の/助詞', '烏瓜/カラスウリ/烏瓜/名詞']","[479, 284, 479, 5841, 18, 6501]"
9290,黄菊白菊そのほかの名は無くもがな,"['黄菊/コーキク/黄菊/名詞', '白菊/シラギク/白菊/名詞', '其の/ソノ/その/連体詞', '他/ホカ/ほか/名詞', 'の/ノ/の/助詞', '名/ナ/名/名詞', 'は/ワ/は/助詞', '無い/ナイ/無い/形容詞', 'もが/モガ/もが/助詞', 'な/ナ/な/助詞']","[8586, 8585, 926, 6466, 18, 2132, 43, 12859, 12860, 28]"
9291,あそばする牛さへ菊の匂ひかな,"['あー/アー/あ/感動詞', 'そば/ソバ/そば/名詞', '為る/ナル/する/動詞', '牛/ウシ/牛/名詞', 'さえ/サエ/さへ/助詞', '菊/キク/菊/名詞', 'の/ノ/の/助詞', '匂う/ニオウ/匂ふ/動詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[143, 4526, 16, 2787, 1652, 1757, 18, 590, 27, 28]"
9292,有る程の菊抛げ入れよ棺の中,"['有る/アル/有る/動詞', 'ほど/ホド/程/助詞', 'の/ノ/の/助詞', '菊/キク/菊/名詞', '投げる/ナゲル/抛げる/動詞', '入れる/イレル/入れる/動詞', '棺/カン/棺/名詞', 'の/ノ/の/助詞', '中/ナカ/中/名詞']","[12861, 392, 18, 1757, 12862, 514, 9605, 18, 243]"
9293,わがいのち菊にむかひてしづかなる,"['我が/ワガ/わが/連体詞', '命/イノチ/いのち/名詞', '菊/キク/菊/名詞', 'に/ニ/に/助詞', 'むか/ムカ/むか/副詞', '干る/ヒル/ひる/動詞', 'て/テ/て/助詞', '静か/シズカカ/しづか/形状詞', 'なり/ナリ/なり/助動詞']","[1376, 3937, 1757, 21, 1162, 300, 39, 1028, 136]"
9294,滝の前漆紅葉のひるがえり,"['滝/タキ/滝/名詞', 'の/ノ/の/助詞', '前/マエ/前/名詞', '漆/ウルシ/漆/名詞', '紅葉/コーヨー/紅葉/名詞', 'の/ノ/の/助詞', '翻る/ヒルガエル/ひるがえる/動詞']","[2856, 18, 928, 1232, 6990, 18, 8521]"
9295,藪の中殊に漆の紅葉せり,"['藪の中/ヤブノナカ/藪の中/名詞', '殊に/コトニ/殊に/副詞', '漆/ウルシ/漆/名詞', 'の/ノ/の/助詞', '紅葉/コーヨー/紅葉/名詞', 'せり/セリ/せり/名詞']","[11723, 10736, 1232, 18, 6990, 370]"
9296,櫨紅葉見てゐるうちに紅を増す,"['黄櫨/ハゼノキ/櫨/名詞', '紅葉/コーヨー/紅葉/名詞', '見る/ミル/見る/動詞', 'て/テ/て/助詞', '居る/イル/ゐる/動詞', 'うち/ウチ/うち/名詞', 'に/ニ/に/助詞', '紅/ベニ/紅/名詞', 'を/ヲ/を/助詞', '増す/マス/増す/動詞']","[6980, 6990, 215, 39, 441, 503, 21, 154, 31, 8410]"
9297,遠くより見て近づきぬ櫨紅葉,"['遠く/トーク/遠く/名詞', 'より/ヨリ/より/助詞', '見る/ミル/見る/動詞', 'て/テ/て/助詞', '近付く/チカズク/近づく/動詞', 'ず/ズ/ぬ/助動詞', '黄櫨/ハゼノキ/櫨/名詞', '紅葉/コーヨー/紅葉/名詞']","[5109, 183, 215, 39, 5600, 70, 6980, 6990]"
9298,いてふ葉や止まる水にも黄に照す,"['居る/イル/いる/動詞', 'て/テ/て/助詞', '二/ニ/ふ/名詞', '葉/ハ/葉/名詞', 'や/ヤ/や/助詞', '止まる/トマル/止まる/動詞', '水/ミズ/水/名詞', 'に/ニ/に/助詞', 'も/モ/も/助詞', '黄/キ/黄/名詞', 'に/ニ/に/助詞', '照/アキラ/照/名詞', 'です/デス/す/助動詞']","[2266, 39, 2920, 332, 19, 10989, 177, 21, 11, 437, 21, 4564, 1934]"
9299,とある日の銀杏もみじの遠眺め,"['とある/トアル/とある/連体詞', '日/ヒ/日/名詞', 'の/ノ/の/助詞', '銀杏/イチョー/銀杏/名詞', '紅葉/コーヨー/もみじ/名詞', 'の/ノ/の/助詞', '遠い/トーイ/遠い/形容詞', '眺め/ナガメ/眺め/名詞']","[1747, 231, 18, 8067, 8623, 18, 1016, 12863]"
9300,色かへぬ松や主は知らぬ人,"['色/イロ/色/名詞', 'か/カ/か/助詞', 'へ/エ/へ/助詞', '寝る/ネル/ぬ/動詞', '松/マツ/松/名詞', 'や/ヤ/や/助詞', '主/アルジ/主/名詞', 'は/ワ/は/助詞', '知る/シル/知る/動詞', 'ず/ズ/ぬ/助動詞', '人/ヒト/人/名詞']","[139, 27, 267, 1654, 1140, 19, 1521, 43, 577, 70, 210]"
9301,色変へぬ松したがへて天守閣,"['色/イロ/色/名詞', '変える/カエル/変へる/動詞', 'ず/ズ/ぬ/助動詞', '松/マツ/松/名詞', '為る/ナル/する/動詞', 'た/タ/た/助動詞', 'が/ガ/が/助詞', '経る/ヘル/へる/動詞', 'て/テ/て/助詞', '天守/テンシュ/天守/名詞', '閣/閣/閣/接尾辞']","[139, 7617, 70, 1140, 16, 188, 106, 1163, 39, 5636, 3078]"
9302,霧いつか雨音となる新松子,"['霧/キリ/霧/名詞', 'いつ/イツ/いつ/代名詞', 'か/カ/か/助詞', '雨音/アマオト/雨音/名詞', 'と/ト/と/助詞', '成る/ナル/なる/動詞', '新/シン/新/名詞', '松子/マツコ/松子/名詞']","[3460, 1883, 27, 7296, 67, 587, 8355, 8356]"
9303,夜は夜の波のとよもす新松子,"['夜/ヨル/夜/名詞', 'は/ワ/は/助詞', '夜/ヨル/夜/名詞', 'の/ノ/の/助詞', '波/ナミ/波/名詞', 'の/ノ/の/助詞', '響もす/ヒビキモス/とよもす/動詞', '新/シン/新/名詞', '松子/マツコ/松子/名詞']","[102, 43, 102, 18, 2308, 18, 12864, 8355, 8356]"
9304,立ち並ぶ柳どれかは散りいそぐ,"['立つ/タツ/立つ/動詞', '並ぶ/ナラブ/並ぶ/動詞', '柳/ヤナギ/柳/名詞', 'どれ/ドレ/どれ/代名詞', 'か/カ/か/助詞', 'は/ワ/は/助詞', '散る/チル/散る/動詞', '急ぐ/イソグ/いそぐ/動詞']","[74, 1574, 944, 4486, 27, 43, 757, 1517]"
9305,雑踏に捨てし愁ひや柳散る,"['雑踏/ザットー/雑踏/名詞', 'に/ニ/に/助詞', '捨てる/ステル/捨てる/動詞', 'き/キ/き/助動詞', '憂い/ウイ/愁ひ/名詞', 'や/ヤ/や/助詞', '柳/ヤナギ/柳/名詞', '散る/チル/散る/動詞']","[12865, 21, 601, 82, 4862, 19, 944, 757]"
9306,銀杏散るまつたゞ中に法科あり,"['銀杏/イチョー/銀杏/名詞', '散る/チル/散る/動詞', '待つ/マツ/まつ/動詞', '只中/タダナカ/ただ中/名詞', 'に/ニ/に/助詞', '法科/ホーカ/法科/名詞', '有り/アリ/あり/名詞']","[8067, 757, 1049, 11342, 21, 12866, 430]"
9307,銀杏散る兄が駆ければ妹も,"['銀杏/イチョー/銀杏/名詞', '散る/チル/散る/動詞', '兄/アニ/兄/名詞', 'が/ガ/が/助詞', '駆ける/カケル/駆ける/動詞', 'ば/バ/ば/助詞', '妹/イモート/妹/名詞', 'も/モ/も/助詞']","[8067, 757, 1595, 106, 6789, 4, 61, 11]"
9308,噴煙の空迫り来つなゝかまど,"['噴煙/フンエン/噴煙/名詞', 'の/ノ/の/助詞', '空/ソラ/空/名詞', '迫る/セマル/迫る/動詞', '来る/クル/来る/動詞', 'つう/ツー/つう/助動詞', '七竈/ナナカマド/ななかまど/名詞']","[1107, 18, 273, 10735, 69, 1025, 12867]"
9309,雲にまで色を移せりななかまど,"['雲/クモ/雲/名詞', 'に/ニ/に/助詞', 'まで/マデ/まで/助詞', '色/イロ/色/名詞', 'を/ヲ/を/助詞', '移す/ウツス/移せる/動詞', 'り/リ/り/助動詞', '七竈/ナナカマド/ななかまど/名詞']","[419, 21, 974, 139, 31, 12868, 41, 12867]"
9310,櫨の実のしづかに枯れてをりにけり,"['黄櫨/ハゼノキ/櫨/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '静か/シズカカ/しづか/形状詞', 'だ/ダ/だ/助動詞', '枯れる/カレル/枯れる/動詞', 'て/テ/て/助詞', '居る/イル/をり/動詞', 'ぬ/ヌ/ぬ/助動詞', 'けり/ケリ/けり/助動詞']","[6980, 18, 285, 18, 1028, 9, 1828, 39, 54, 1248, 301]"
9311,櫨の実に女の守る能舞台,"['黄櫨/ハゼノキ/櫨/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'に/ニ/に/助詞', '女/オンナ/女/名詞', 'の/ノ/の/助詞', '守る/マモル/守る/動詞', '能/ノー/能/名詞', '舞台/ブタイ/舞台/名詞']","[6980, 18, 285, 21, 227, 18, 5897, 9384, 4637]"
9312,禰宜の沓とどまり橡の実をひろふ,"['祢宜/ネギ/禰宜/名詞', 'の/ノ/の/助詞', '沓/クツ/沓/名詞', '留まる/トマル/とどまる/動詞', '橡/トチ/橡/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'を/ヲ/を/助詞', 'ひろ/ヒロ/ひろ/名詞', 'ふ/フ/ふ/接尾辞']","[233, 18, 3483, 711, 7991, 18, 285, 31, 6032, 677]"
9313,栃の実を踏みしが木曾のはじめかな,"['栃/トチ/栃/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'を/ヲ/を/助詞', '踏む/フム/踏む/動詞', 'し/シ/し/助詞', 'が/ガ/が/助詞', '木曾/キソ/木曾/名詞', 'の/ノ/の/助詞', 'はじめ/ハジメ/はじめ/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[6879, 18, 285, 31, 538, 223, 106, 12131, 18, 972, 27, 28]"
9314,樫の実の落つる羅漢のみぎひだり,"['樫/カシ/樫/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '落ちる/オチル/落つ/動詞', '羅漢/ラカン/羅漢/名詞', 'の/ノ/の/助詞', '右/ミギ/みぎ/名詞', '左/ヒダリ/ひだり/名詞']","[3687, 18, 285, 18, 2120, 12869, 18, 12870, 12871]"
9315,樫の実の水に落つるにいきいきす,"['樫/カシ/樫/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '水/ミズ/水/名詞', 'に/ニ/に/助詞', '落ちる/オチル/落つ/動詞', 'に/ニ/に/助詞', '生き生き/イキイキ/いきいき/副詞', 'です/デス/す/助動詞']","[3687, 18, 285, 18, 177, 21, 2120, 21, 9913, 1934]"
9316,団栗や倶利伽羅峠ころげつつ,"['団栗/ドングリ/団栗/名詞', 'や/ヤ/や/助詞', '倶利伽羅峠/クリカラトーゲ/倶利伽羅峠/名詞', '転げる/コロゲル/ころげる/動詞', 'つつ/ツツ/つつ/助詞']","[7990, 19, 12872, 1999, 2020]"
9317,どんぐりのところ得るまでころがれり,"['団栗/ドングリ/どんぐり/名詞', 'の/ノ/の/助詞', '所/トコロ/ところ/名詞', '得る/エル/得る/動詞', 'まで/マデ/まで/助詞', '転がる/コロガル/ころがれる/動詞', 'り/リ/り/助動詞']","[12873, 18, 1289, 488, 974, 12874, 41]"
9318,老懶の胸を飾れり一位の実,"['老/ロー/老/接頭辞', '物臭/モノグサ/懶/形状詞', 'の/ノ/の/助詞', '胸/ムネ/胸/名詞', 'を/ヲ/を/助詞', '飾る/カザル/飾れる/動詞', 'り/リ/り/助動詞', '1/イチ/一/名詞', '位/クライ/位/接尾辞', 'の/ノ/の/助詞', '実/ミ/実/名詞']","[218, 12875, 18, 145, 31, 12876, 41, 180, 12877, 18, 285]"
9319,手にのせて火だねのごとし一位の実,"['手/テ/手/名詞', 'に/ニ/に/助詞', '乗せる/ノセル/のせる/動詞', 'て/テ/て/助詞', '火/ヒ/火/名詞', 'だ/ダ/だ/助動詞', 'ね/ネ/ね/助詞', 'の/ノ/の/助詞', 'ごとし/ゴトシ/ごとし/助動詞', '1/イチ/一/名詞', '位/クライ/位/接尾辞', 'の/ノ/の/助詞', '実/ミ/実/名詞']","[37, 21, 6728, 39, 200, 9, 254, 18, 324, 180, 12877, 18, 285]"
9320,檀の実割れて山脈ひかり出す,"['檀/マユミ/檀/名詞', 'の/ノ/の/助詞', '実/ミ/実/接頭辞', '割れる/ワレル/割れる/動詞', 'て/テ/て/助詞', '山脈/サンミャク/山脈/名詞', '光/ヒカリ/ひかり/名詞', '出す/ダス/出す/動詞']","[8000, 18, 3536, 4835, 39, 12878, 1253, 150]"
9321,まなかひに高千穂立てる檀の実,"['まなか/マナカ/まなか/名詞', 'ひ/ヒ/ひ/名詞', 'に/ニ/に/助詞', '高千穂/タカチホ/高千穂/名詞', '立てる/タテル/立てる/動詞', '檀/マユミ/檀/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞']","[12879, 129, 21, 12880, 40, 8000, 18, 285]"
9322,城址去る栴檀の実の坂下りて,"['城址/ジョーシ/城址/名詞', '去る/サル/去る/動詞', '栴檀/センダン/栴檀/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '坂/サカ/坂/名詞', '下りる/オリル/下りる/動詞', 'て/テ/て/助詞']","[12453, 781, 116, 18, 285, 18, 8532, 2655, 39]"
9323,海荒れに栴檀の実の落ちやまず,"['海/ウミ/海/名詞', '荒れ/アレ/荒れ/名詞', 'に/ニ/に/助詞', '栴檀/センダン/栴檀/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '落ち/オチ/落ち/名詞', 'や/ヤ/や/助詞', '先ず/マズ/まず/副詞']","[42, 9341, 21, 116, 18, 285, 18, 1994, 19, 10059]"
9324,榧の木に榧の実のつくさびしさよ,"['榧/カヤ/榧/名詞', 'の/ノ/の/助詞', '木/キ/木/名詞', 'に/ニ/に/助詞', '榧/カヤ/榧/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '付く/ツク/つく/動詞', '寂しい/サビシイ/さびしい/形容詞', 'さ/サ/さ/接尾辞', 'よ/ヨ/よ/助詞']","[3684, 18, 182, 21, 3684, 18, 285, 18, 848, 3959, 403, 184]"
9325,榧の実は人なつかしく径に降る,"['榧/カヤ/榧/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'は/ワ/は/助詞', '人/ヒト/人/名詞', '懐かしい/ナツカシイ/なつかしい/形容詞', '小道/コミチ/径/名詞', 'に/ニ/に/助詞', '降る/フル/降る/動詞']","[3684, 18, 285, 43, 210, 1219, 345, 21, 498]"
9326,椎の実の落ちて音せよ檜笠,"['椎/シー/椎/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '落ちる/オチル/落ちる/動詞', 'て/テ/て/助詞', '音/オト/音/名詞', '為る/ナル/する/動詞', '檜笠/ヒノキカサ/檜笠/名詞']","[4626, 18, 285, 18, 1180, 39, 315, 16, 12881]"
9327,椎の実の落ちて音なし苔の上,"['椎/シー/椎/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '落ちる/オチル/落ちる/動詞', 'て/テ/て/助詞', '音/オト/音/名詞', 'なし/ナシ/なし/名詞', '苔/コケ/苔/名詞', 'の/ノ/の/助詞', '上/ウエ/上/名詞']","[4626, 18, 285, 18, 1180, 39, 315, 700, 1031, 18, 76]"
9328,うち綴り紫式部こぼれける,"['うち/ウチ/うち/名詞', '綴る/ツズル/綴る/動詞', '紫式部/ムラサキシキブ/紫式部/名詞', 'こぼれ/コボレ/こぼれ/名詞', 'けり/ケリ/けり/助動詞']","[503, 12882, 12883, 3028, 301]"
9329,実むらさき老いて見えくるものあまた,"['実/ミ/実/接頭辞', '紫/ムラサキ/むらさき/名詞', '老いる/オイル/老いる/動詞', 'て/テ/て/助詞', '見える/ミエル/見える/動詞', '来る/クル/くる/動詞', '物/モノ/もの/名詞', '数多/スータ/あまた/副詞']","[3536, 2494, 2202, 39, 1631, 2059, 189, 7978]"
9330,青き葉の添ふ橘の実の割かれ,"['青い/アオイ/青し/形容詞', '葉/ハ/葉/名詞', 'の/ノ/の/助詞', '添/添/添/名詞', 'ふ/フ/ふ/接尾辞', '橘/タチバナ/橘/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', '裂く/サク/割く/動詞', 'れる/レル/れる/助動詞']","[692, 332, 18, 4248, 677, 5067, 18, 285, 18, 5169, 222]"
9331,橘は黃を深めつつ天の鈴,"['橘/タチバナ/橘/名詞', 'は/ワ/は/助詞', '黃/黃/黃/名詞', 'を/ヲ/を/助詞', '深める/フカメル/深める/動詞', 'つつ/ツツ/つつ/助詞', '天/テン/天/名詞', 'の/ノ/の/助詞', '鈴/スズ/鈴/名詞']","[5067, 43, 3485, 31, 11628, 2020, 3688, 18, 4020]"
9332,銀杏を焼きてもてなすまだぬくし,"['銀杏/イチョー/銀杏/名詞', 'を/ヲ/を/助詞', '焼く/ヤク/焼く/動詞', 'て/テ/て/助詞', '持て成す/モテナス/もてなす/動詞', '未だ/イマダ/まだ/副詞', '抜く/ヌク/ぬく/動詞', 'し/シ/し/助詞']","[8067, 31, 532, 39, 5190, 2332, 2490, 223]"
9333,天匂ふ落ぎんなんをふたつ踏み,"['天/テン/天/名詞', '匂う/ニオウ/匂ふ/動詞', '落ち/オチ/落/名詞', '銀杏/イチョー/ぎんなん/名詞', 'を/ヲ/を/助詞', '二/ニ/ふた/名詞', 'つ/ツ/つ/接尾辞', '踏む/フム/踏む/動詞']","[3688, 590, 120, 7995, 31, 5772, 181, 538]"
9334,菩提子を玉と拾ひぬ峰の寺,"['菩提/ボダイ/菩提/名詞', '子/コ/子/名詞', 'を/ヲ/を/助詞', '玉/タマ/玉/名詞', 'と/ト/と/助詞', '十/ジュー/拾/名詞', '干る/ヒル/ひる/動詞', 'ず/ズ/ぬ/助動詞', '峰/ミネ/峰/名詞', 'の/ノ/の/助詞', '寺/テラ/寺/名詞']","[12884, 541, 31, 157, 67, 7195, 300, 70, 3064, 18, 779]"
9335,菩提樹の実のからからと売られけり,"['菩提樹/ボダイジュ/菩提樹/名詞', 'の/ノ/の/助詞', '実/ミ/実/名詞', 'の/ノ/の/助詞', 'からから/カラカラ/からから/副詞', 'と/ト/と/助詞', '売る/ウル/売る/動詞', 'れる/レル/れる/助動詞', 'けり/ケリ/けり/助動詞']","[7191, 18, 285, 18, 12885, 67, 1750, 222, 301]"
9336,無患子の降る伊賀の空晴れがたき,"['無患子/ムクロジ/無患子/名詞', 'の/ノ/の/助詞', '降る/フル/降る/動詞', '伊賀/イガ/伊賀/名詞', 'の/ノ/の/助詞', '空/ソラ/空/名詞', '晴れる/ハレレル/晴れる/動詞', '難い/カタイ/がたし/接尾辞']","[12886, 18, 498, 4741, 18, 273, 1918, 7027]"
9337,無患子降る寺を高所に明日香村,"['無患子/ムクロジ/無患子/名詞', '降る/フル/降る/動詞', '寺/テラ/寺/名詞', 'を/ヲ/を/助詞', '高所/コーショ/高所/名詞', 'に/ニ/に/助詞', '明日香/アスカ/明日香/名詞', '村/ムラ/村/名詞']","[12886, 498, 779, 31, 12887, 21, 12888, 864]"
9338,臭木の実山も掃かれてありにけり,"['臭木/クサギ/臭木/名詞', 'の/ノ/の/助詞', '実山/サネヤマ/実山/名詞', 'も/モ/も/助詞', '掃く/ハク/掃く/動詞', 'れる/レル/れる/助動詞', 'て/テ/て/助詞', '有る/アル/あり/動詞', 'ぬ/ヌ/ぬ/助動詞', 'けり/ケリ/けり/助動詞']","[12014, 18, 12889, 11, 1040, 222, 39, 436, 1248, 301]"
9339,林中の木椅子の湿り臭木の実,"['林中/ハヤシナカ/林中/名詞', 'の/ノ/の/助詞', '木/キ/木/名詞', '椅子/イス/椅子/名詞', 'の/ノ/の/助詞', '湿る/シメル/湿る/動詞', '臭い/クサイ/臭い/接尾辞', '木の実/コノミ/木の実/名詞']","[12890, 18, 182, 6028, 18, 8109, 12891, 616]"
9340,三日月にひしひしと物の静まりぬ,"['3/サン/三/名詞', '日/ヒ/日/接尾辞', '月/ツキ/月/名詞', 'に/ニ/に/助詞', 'ひしひし/ヒシヒシ/ひしひし/副詞', 'と/ト/と/助詞', '物/モノ/物/名詞', 'の/ノ/の/助詞', '静まる/シズマル/静まる/動詞', 'ず/ズ/ぬ/助動詞']","[384, 193, 115, 21, 12892, 67, 615, 18, 6395, 70]"
9341,新月や掃き忘れたる萩落葉,"['新月/シンゲツ/新月/名詞', 'や/ヤ/や/助詞', '掃く/ハク/掃く/動詞', '忘れる/ワスレル/忘れる/動詞', 'たり/タリ/たり/助動詞', '萩/ハギ/萩/名詞', '落葉/ラクヨー/落葉/名詞']","[12893, 19, 1040, 1318, 33, 3044, 3231]"
